1612833700656,POST,66,201
1612833700659,POST,66,201
1612833700659,POST,67,201
1612833700660,POST,66,201
1612833700731,POST,67,201
1612833700732,POST,67,201
1612833700764,POST,69,201
1612833700765,POST,68,201
1612833700765,POST,68,201
1612833700801,POST,65,201
1612833700803,POST,65,201
1612833700834,POST,68,201
1612833700861,POST,65,201
1612833700861,POST,65,201
1612833700918,POST,66,201
1612833700918,POST,66,201
1612833700946,POST,66,201
1612833700943,POST,69,201
1612833700943,POST,69,201
1612833700955,POST,66,201
1612833700955,POST,66,201
1612833700956,POST,69,201
1612833700962,POST,65,201
1612833700961,POST,66,201
1612833700960,POST,67,201
1612833700968,POST,65,201
1612833700976,POST,68,201
1612833700976,POST,68,201
1612833700982,POST,67,201
1612833700989,POST,68,201
1612833701012,POST,66,201
1612833701012,POST,66,201
1612833701012,POST,66,201
1612833701012,POST,66,201
1612833701012,POST,66,201
1612833701012,POST,66,201
1612833701012,POST,68,201
1612833701021,POST,65,201
1612833701021,POST,65,201
1612833701020,POST,66,201
1612833701021,POST,67,201
1612833701021,POST,67,201
1612833701025,POST,66,201
1612833701025,POST,67,201
1612833701025,POST,68,201
1612833701025,POST,68,201
1612833701027,POST,66,201
1612833701027,POST,68,201
1612833701027,POST,68,201
1612833701027,POST,69,201
1612833701033,POST,68,201
1612833701033,POST,68,201
1612833701033,POST,68,201
1612833701037,POST,69,201
1612833701049,POST,65,201
1612833701051,POST,67,201
1612833701057,POST,66,201
1612833701057,POST,66,201
1612833701072,POST,66,201
1612833701073,POST,65,201
1612833701074,POST,66,201
1612833701078,POST,65,201
1612833701078,POST,65,201
1612833701078,POST,65,201
1612833701078,POST,65,201
1612833701078,POST,67,201
1612833701078,POST,67,201
1612833701095,POST,67,201
1612833701093,POST,69,201
1612833701093,POST,69,201
1612833701096,POST,66,201
1612833701093,POST,69,201
1612833701093,POST,69,201
1612833701095,POST,67,201
1612833701096,POST,66,201
1612833701096,POST,66,201
1612833701101,POST,65,201
1612833701105,POST,65,201
1612833701106,POST,65,201
1612833701106,POST,65,201
1612833701106,POST,65,201
1612833701118,POST,66,201
1612833701118,POST,66,201
1612833701123,POST,69,201
1612833701123,POST,69,201
1612833701127,POST,68,201
1612833701130,POST,65,201
1612833701127,POST,68,201
1612833701133,POST,69,201
1612833701145,POST,69,201
1612833701145,POST,69,201
1612833701162,POST,68,201
1612833701162,POST,68,201
1612833701162,POST,68,201
1612833701162,POST,68,201
1612833701162,POST,68,201
1612833701162,POST,68,201
1612833701162,POST,68,201
1612833701162,POST,68,201
1612833701190,POST,66,201
1612833701190,POST,69,201
1612833701192,POST,69,201
1612833701192,POST,69,201
1612833701195,POST,66,201
1612833701202,POST,65,201
1612833701202,POST,69,201
1612833701214,POST,67,201
1612833701214,POST,67,201
1612833701214,POST,69,201
1612833701235,POST,65,201
1612833701235,POST,65,201
1612833701237,POST,66,201
1612833701237,POST,68,201
1612833701243,POST,66,201
1612833701245,POST,67,201
1612833701246,POST,68,201
1612833701246,POST,69,201
1612833701246,POST,69,201
1612833701251,POST,69,201
1612833701251,POST,69,201
1612833701253,POST,68,201
1612833701255,POST,66,201
1612833701253,POST,68,201
1612833701253,POST,68,201
1612833701256,POST,67,201
1612833701256,POST,67,201
1612833701259,POST,68,201
1612833701261,POST,66,201
1612833701261,POST,68,201
1612833701264,POST,66,201
1612833701266,POST,66,201
1612833701267,POST,69,201
1612833701271,POST,68,201
1612833701276,POST,66,201
1612833701276,POST,66,201
1612833701276,POST,66,201
1612833701276,POST,67,201
1612833701278,POST,66,201
1612833701276,POST,68,201
1612833701281,POST,65,201
1612833701278,POST,68,201
1612833701278,POST,68,201
1612833701281,POST,65,201
1612833701283,POST,65,201
1612833701283,POST,65,201
1612833701283,POST,68,201
1612833701288,POST,66,201
1612833701286,POST,68,201
1612833701285,POST,69,201
1612833701292,POST,66,201
1612833701292,POST,69,201
1612833701292,POST,69,201
1612833701292,POST,69,201
1612833701292,POST,69,201
1612833701300,POST,65,201
1612833701296,POST,69,201
1612833701305,POST,68,201
1612833701305,POST,68,201
1612833701305,POST,68,201
1612833701307,POST,67,201
1612833701305,POST,69,201
1612833701305,POST,69,201
1612833701312,POST,68,201
1612833701315,POST,65,201
1612833701315,POST,65,201
1612833701314,POST,66,201
1612833701321,POST,69,201
1612833701321,POST,69,201
1612833701321,POST,69,201
1612833701340,POST,66,201
1612833701340,POST,66,201
1612833701343,POST,66,201
1612833701354,POST,68,201
1612833701354,POST,68,201
1612833701354,POST,68,201
1612833701365,POST,67,201
1612833701365,POST,67,201
1612833701365,POST,67,201
1612833701365,POST,67,201
1612833701365,POST,67,201
1612833701365,POST,67,201
1612833701373,POST,69,201
1612833701378,POST,67,201
1612833701378,POST,69,201
1612833701390,POST,66,201
1612833701390,POST,66,201
1612833701390,POST,66,201
1612833701400,POST,67,201
1612833701400,POST,67,201
1612833701400,POST,67,201
1612833701406,POST,68,201
1612833701417,POST,66,201
1612833701414,POST,69,201
1612833701414,POST,69,201
1612833701414,POST,69,201
1612833701419,POST,65,201
1612833701419,POST,65,201
1612833701419,POST,65,201
