1612833700604,POST,148,201
1612833703221,POST,145,201
1612833703221,POST,145,201
1612833703400,POST,147,201
1612833703409,POST,149,201
1612833704443,POST,146,201
1612833704443,POST,146,201
1612833704454,POST,149,201
1612833704513,POST,149,201
1612833706243,POST,147,201
1612833706617,POST,146,201
1612833706638,POST,145,201
1612833706652,POST,149,201
1612833706652,POST,149,201
1612833706718,POST,146,201
1612833706746,POST,146,201
1612833707135,POST,147,201
1612833707137,POST,145,201
1612833707321,POST,145,201
1612833707321,POST,149,201
1612833707823,POST,145,201
1612833707992,POST,147,201
1612833708028,POST,145,201
1612833708047,POST,148,201
1612833708062,POST,146,201
1612833710082,POST,147,201
1612833720749,POST,147,201
1612833723985,POST,149,201
1612833724694,POST,148,201
1612833725077,POST,147,201
1612833725304,POST,145,201
1612833725321,POST,146,201
1612833726837,POST,145,201
1612833727307,POST,147,201
1612833727600,POST,147,201
1612833728303,POST,145,201
1612833728577,POST,147,201
1612833729224,POST,147,201
1612833731480,POST,145,201
1612833733583,POST,145,201
1612833734642,POST,147,201
1612833734863,POST,148,201
1612833735063,POST,145,201
1612833736533,POST,145,201
1612833738324,POST,145,201
1612833738324,POST,145,201
1612833741746,POST,149,201
1612833744563,POST,148,201
1612833746571,POST,148,201
1612833748297,POST,146,201
1612833750770,POST,146,201
1612833751775,POST,148,201
1612833752469,POST,146,201
1612833753554,POST,146,201
1612833754098,POST,146,201
1612833756474,POST,145,201
1612833757101,POST,148,201
1612833759944,POST,149,201
1612833760210,POST,145,201
1612833760214,POST,145,201
1612833760459,POST,145,201
1612833760604,POST,145,201
1612833760668,POST,145,201
1612833760681,POST,147,201
1612833761422,POST,149,201
1612833762079,POST,145,201
1612833762233,POST,145,201
1612833762638,POST,147,201
1612833763161,POST,146,201
1612833763216,POST,148,201
1612833763409,POST,145,201
1612833763795,POST,146,201
1612833765412,POST,145,201
1612833768212,POST,147,201
1612833772015,POST,146,201
1612833776758,POST,145,201
1612833778327,POST,147,201
1612833778932,POST,147,201
1612833780986,POST,148,201
1612833781781,POST,146,201
1612833782387,POST,149,201
1612833782397,POST,146,201
1612833783600,POST,145,201
1612833783603,POST,149,201
1612833783696,POST,145,201
1612833783708,POST,146,201
1612833783711,POST,149,201
1612833786931,POST,145,201
1612833787485,POST,145,201
1612833787801,POST,145,201
1612833787800,POST,146,201
1612833788088,POST,148,201
1612833788121,POST,149,201
1612833788568,POST,147,201
1612833788573,POST,147,201
1612833788715,POST,145,201
1612833788898,POST,147,201
1612833788975,POST,147,201
1612833788977,POST,145,201
1612833789137,POST,149,201
1612833789493,POST,148,201
1612833789493,POST,149,201
1612833789495,POST,147,201
1612833789668,POST,145,201
1612833789778,POST,147,201
1612833789779,POST,148,201
1612833789813,POST,149,201
1612833789816,POST,149,201
1612833789874,POST,145,201
1612833790279,POST,147,201
1612833790292,POST,149,201
1612833796428,POST,145,201
1612833797781,POST,145,201
1612833802421,POST,145,201
1612833807986,POST,148,201
1612833808850,POST,147,201
1612833809644,POST,149,201
1612833813016,POST,147,201
1612833813016,POST,148,201
1612833813019,POST,146,201
1612833813021,POST,145,201
1612833813024,POST,147,201
1612833813024,POST,149,201
1612833813025,POST,148,201
1612833813024,POST,149,201
1612833813024,POST,147,201
1612833814235,POST,148,201
